ownerUsername,timestamp,caption,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28,hashtags/29,likesCount,commentsCount,,
thecapitolhoteltokyu,2025-06-29T12:15:00.000Z,"??????? ???????????

???????????????????????????????????????????????????????????????????????????????????
??2025?7?1?????8?31????

Sip into Summer at The Capitol Bar with our seasonal mojito trio.

New this year: the Banana Mojito—a frozen fusion of sweet island banana and cooling mint, perfect for relaxing in our refined lounge.
??Available July 1 through August 31.

#??????????? #???? #?? #????? #??????? #???? #VisitJapan #LuxuryTokyo #LuxuryJapan #thecapitolhoteltokyu",???????????,????,??,?????,???????,????,VisitJapan,LuxuryTokyo,LuxuryJapan,thecapitolhoteltokyu,,,,,,,,,,,,,,,,,,,,,255,0,,
fstokyo,2025-01-19T02:58:12.000Z,"Perched on the highest floor of our hotel, @maisonmarunouchi channels the spirit of a Parisian bistro with a Tokyo twist—think red chairs, spacious booths, and a view of the iconic Tokyo Station that’s almost too perfect to eat in front of. Made all the more inviting in winter by the glow of a crackling fireplace, the scene is all set for time unhurried. 

????????????????????????????????????????????????????MAISON MARUNOUCHI???? ??????????????????????????????????????????????????????????????????????????????????????",fourseasons,fourseasonstokyo,????????,????????????????,??????,???????,,,,,,,,,,,,,,,,,,,,,,,,,110,3,,
thecapitolhoteltokyu,2025-06-24T12:00:57.000Z,"??????????????????

???????????ORIGAMI????8????????????????????????????????????????????
?? 2025?7?1?????8?31????

A Taste of Summer, Beautifully Boxed

Pastry boutique ORIGAMI presents a graceful tin of eight varieties of summer cookies—ideal for seasonal visits, thoughtful gifts, or a quiet moment of indulgence.
?? Available for a limited time: July 1–August 31.

#??????????? #???? #?? #????? #???????? #??????? #5????? #TheCapitolHotelTokyu #VisitJapan #LuxuryTokyo #LuxuryJapan #fivestarhotel #Omotenashi",???????????,????,??,?????,????????,???????,5?????,TheCapitolHotelTokyu,VisitJapan,LuxuryTokyo,LuxuryJapan,fivestarhotel,Omotenashi,,,,,,,,,,,,,,,,,,221,1,,
fstokyo,2025-01-20T03:40:09.000Z,"Precious memories are made in places and moments where you can truly be yourself. 

In a room that feels like your own, over breakfast with Tokyo waking up beneath you, or in the lobby as you plot your next adventure together, @fstokyo is where those perfect moments unfold with your loved one next to you. 

Uncover more romantic experiences on our website and through our link in bio, just in time for Valentine’s Day.

?????????????????????????????????????????????????????????????????????????????????????

?????????????57???????????????????????????????? ????????????????????????????????????????????????????????????????",fourseasons,fourseasonstokyo,????????,????????????????,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2,,
thecapitolhoteltokyu,2025-07-02T12:00:00.000Z,"7?????????????????????

??????????????????????????????????????????????????????
??????????????????????????????

???????????????????????????????????????????

? ????/??????/???/????/????/?????

Lobby Ikebana: “HANABI”

Like a summer sky lit by fireworks, wild branches of sharinboku and hardy kiwi reach upward, while magnolia and sunflower burst with colour. Created by the Sogetsu School, this seasonal ikebana expresses the bold energy and quiet beauty of early summer.

#??????????? #???? #?? #??? #?? #????? #TheCapitolHotelTokyu #CapitolHotel #visitjapan #LuxuryTokyo #Ikebana #Sougetsu #hotellobby",???????????,????,??,???,??,?????,TheCapitolHotelTokyu,CapitolHotel,visitjapan,LuxuryTokyo,Ikebana,Sougetsu,hotellobby,,,,,,,,,,,,,,,,,,304,1,,
thecapitolhoteltokyu,2025-07-07T12:00:29.000Z,"?????????????????????

?????ORIGAMI???????????????????????????????????????
????????????????????????????????????????????????????????????????????? ?????????????????????????????

Chill, the Japanese Way??

Celebrate summer with artfully crafted shaved ice.
From Lounge ORIGAMI and Chinese Restaurant Star Hill, enjoy seasonal delights such as the Melon Frappe made with a whole Earl's melon, and our new creation featuring Saijo persimmons.  Cool, elegant, and only available this season.

#??????????? #???? #?? #??????? #??? #TheCapitolHotelTokyu #LuxuryCapitolHotel #VisitJapan #LuxuryTokyo #Omotenashi",???????????,????,??,???????,???,TheCapitolHotelTokyu,LuxuryCapitolHotel,VisitJapan,LuxuryTokyo,Omotenashi,,,,,,,,,,,,,,,,,,,,,433,0,,
thecapitolhoteltokyu,2025-07-06T12:15:19.000Z,"?????????????????????

??????????????????????????????????????????????????????????????????????????????”?”???????????
??? 8?1????????????????

Aomori Seasonal Fair at Star Hill Chinese Restaurant
 
Savour a special course menu inspired by Japan’s northernmost prefecture.
This summer, Chef Yamahashi brings the soul of the region to each course—its natural bounty, and the heartfelt stories of the people who produce it.  Experience a moment of Aomori, only this summer at Star Hill.
??? Available until Friday, August 1 (weekdays only)

??#??????????? /  @thecapitolhoteltokyu 
#TheCapitolHotel Tokyu #???????",???????????,TheCapitolHotel,???????,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,0,,
thecapitolhoteltokyu,2025-07-12T12:00:01.000Z,"????????????????

????????????????????FSC®????????????????????????????????????????????????????

Sustainability in the palm of your hand. 
We've replaced plastic key cards with FSC®-certified wood—natural, biodegradable, and warm to the touch. 
One small but meaningful step toward a more sustainable future.

#??????????? #???? #?? #?????????? #???? #??????? #SDGs  
#TheCapitolHotelTokyu #CapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #Omotenashi",???????????,????,??,??????????,????,???????,SDGs,TheCapitolHotelTokyu,CapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,Omotenashi,,,,,,,,,,,,,,,,,,210,0,,
thecapitolhoteltokyu,2025-07-10T12:00:15.000Z,"?????????

???????????????????????????????????????????????????????????????????
??????????????????????????????????????????????????????

A Gentle Pause in the Rain?
As the rainy season settles over Tokyo, let The Capitol Hotel Tokyu be your serene retreat. Whether you’re stepping out or staying in, every detail is considered—so your time with us remains as refined and comfortable as ever.

#??????????? #???? #?? #?????????? #?? #???
#TheCapitolHotelTokyu #LuxuryCapitolHotel #VisitJapan #LuxuryTokyo #LuxuryJapan #Omotenashi #fivestarhotel #Japanesehospitality",???????????,????,??,??????????,??,???,TheCapitolHotelTokyu,LuxuryCapitolHotel,VisitJapan,LuxuryTokyo,LuxuryJapan,Omotenashi,fivestarhotel,Japanesehospitality,,,,,,,,,,,,,,,,,159,0,,
thecapitolhoteltokyu,2025-07-09T12:01:03.000Z,"ORIGAMI?? ???? ??

????ORIGAMI????????????????????????????????????????????????????????????

Cool, Colourful, Refreshing – ORIGAMI’s Summer Noodles ??

Our signature ORIGAMI Reimen returns, joined by a seasonal selection of chilled noodles infused with herbs and citrus.  Light, flavourful, and deeply satisfying - these summer dishes offer a refreshing yet layered taste of summer.

#??????????? #???? #?? #ORIGAMI #?? #???? #TheCapitolHotelTokyu #VisitJapan #LuxuryTokyo #Omotenashi",???????????,????,??,ORIGAMI,??,????,TheCapitolHotelTokyu,VisitJapan,LuxuryTokyo,Omotenashi,,,,,,,,,,,,,,,,,,,,,270,0,,
ritzcarltontokyo,2025-02-03T08:00:00.000Z,"???200??????????????????????????????????????????????????????????????????????????????????
?????????????????????????????2???????????????????????????????????????????????????????????????????????

??:2025?2?14??????:17:30?21:00???:19,500???????????1????

Dine amongst the stars this Valentine's Day at Towers.

Nestled 200 meters above the glittering cityscape, enveloped in an atmosphere of refined elegance, indulge in an exclusive culinary journey crafted from the finest ingredients and executed with time-honored French techniques. 

As the city lights twinkle below, savor each exquisite course, culminating in a decadent Saint-Honoré, a classic French pastry, a symbol of celebration, beautifully presented for two to share.  Prepare for a tapestry of romance woven with breathtaking views and culinary artistry.

Date:  Friday, February 14th, 2025
Time:  5:30 pm – 9:00 pm
Price: ¥19,500 (includes a glass of rosé champagne)

 #??????????  #RitzCarltonTokyo #????? #??????? #tokyohotel #?????? #?????????? #???? #??????? #?????",??????????,RitzCarltonTokyo,?????,???????,tokyohotel,??????,??????????,????,???????,?????,,,,,,,,,,,,,,,,,,,,,471,0,,
ritzcarltontokyo,2025-01-31T02:57:56.000Z,"?
??????????????????????????????????
???????????????????????????????????????
?Héritage by Kei Kobayashi??????? ?? ?? ?????????????????????????????????????????

?Héritage by Kei Kobayashi??????? ?? ?? ???????45??
????12:00?16:00 ?13:30?????
?????18:00?22:30?20:00?????
???????????

Discover the essence of French gastronomy at Héritage by Kei Kobayashi, where every detail—from handpicked ingredients to flawless preparation and service—is crafted to perfection.
Experience a dining journey like no other, exclusively at our table.

?Héritage by Kei Kobayashi?(45th floor)?Lunch : 12:00-16:00 (last entry at 13:30)?Dinner : 18:00-22:30 (last entry at 20:00)?Closed : every Tuesday and Wednesday

#RitzCarltonTokyo
#Ritzcarlton
#RCMemories
#heritagebykeikobayashi
#keikobayashi
#??????????
#????????
#???
#?????????
#????????
#???????
#??????",RitzCarltonTokyo,Ritzcarlton,RCMemories,heritagebykeikobayashi,keikobayashi,??????????,????????,???,?????????,????????,???????,??????,,,,,,,,,,,,,,,,,,,223,1,,
ritzcarltontokyo,2025-02-10T08:00:00.000Z,"???? ????? ???
?????????????????????????????
?????????????????????????????????????????????????
?????????????????????????????????????????????????????????????????????????????????????????????????????
???2025?2?7?????28????????????????14:00?????13,500?

Teppanyaki Afternoon Tea at Hinokizaka - a feast for the eyes, a delight for the palate.

Helmed by the visionary Executive Chef Sandro Gamba, this kaiseki-inspired journey reimagines the classic afternoon tea by weaving the theatrical artistry of teppanyaki into an exquisite tapestry of flavors and aromas. Our teppanyaki masters, with their deft hands and dazzling skills, transform fresh ingredients into culinary masterpieces right at your table.

Dates:  Every Friday & Saturday from February 7th – 28th
Time:  From 2:00 pm
Price: ¥13,500

Immerse yourself in an unforgettable afternoon where flavors, aromas, and craftsmanship come together in perfect harmony.

#RitzCarltonTokyo #Ritzcarlton #?????????? #???????? #???????? #????????? #??? #????????? #????? #??????",RitzCarltonTokyo,Ritzcarlton,??????????,????????,????????,?????????,???,?????????,?????,??????,,,,,,,,,,,,,,,,,,,,,600,2,,
thepeninsulatokyo,2025-07-26T02:41:10.000Z,"???????????????????????????????????????????????????????????????????

At The Peninsula Tokyo, welcome moments are quietly crafted with care — thoughtful touches shaped by the season, and the spirit of your stay.",????????,???????,????????,?????,????????,thepeninsulatokyo,thepeninsula,luxury,welcomemoment,omotenashi,,,,,,,,,,,,,,,,,,,,,355,4,,
ritzcarltontokyo,2025-01-29T08:00:00.000Z,"??????????????????????????????????????????????2?7???14????????????????????????????????????? ?????? ??????????????????
??????????????????????????????????????????????????????????45?????????????????????????????

??: 2025?2?7?????14???????: 12:00?18:00???: 9,900????????????
??????????????????????

“Valentine’s Day Afternoon Tea”
From February 7 to 14, The Lobby Lounge at The Ritz-Carlton, Tokyo will offer a limited-time Valentine’s-themed afternoon tea.

Delight in vibrant sweets and savory treats made with seasonal strawberries, heart-inspired desserts, and a special trolley service.

Enjoy a leisurely moment in the sophisticated setting on the 45th floor.

Period: February 7 (Fri) – 14 (Fri), 2025
Time: 12:00 PM – 6:00 PM
Price: ¥9,900 (tax & service charge included)

For more details and reservations, please visit the link in our profile.

 #??????????  #RitzCarltonTokyo #????? #??????? #tokyohotel #tokyosweets #tokyocafe #????????? #???  #?????? #?????",??????????,RitzCarltonTokyo,?????,???????,tokyohotel,tokyosweets,tokyocafe,?????????,???,??????,?????,,,,,,,,,,,,,,,,,,,,1464,4,,
thepeninsulatokyo,2025-07-30T09:54:23.000Z,"????????????????????

??????????????????????????????????????????????????????

?????8?2???????????
?????????? ??????????????????

Hei Fung Terrace’s beloved Mini Egg Custard Mooncakes return August 2nd — handcrafted with Hokkaido butter and salted egg yolk, and elegantly boxed for sharing with family and friends.

*Please note that Hei Fung Terrace Original Mini Egg Custard Mooncakes are sold out.",????????,???????,???,??,?????,???,thepeninsulatokyo,mooncakes,autumn,sweets,gifts,,,,,,,,,,,,,,,,,,,,455,7,,
thepeninsulatokyo,2025-07-28T13:39:20.000Z,"??????????????????????????????????????????????
?
????????????????????????????????????????????????????????????????????

????????????????????

The journey to Thailand’s vibrant flavors begins at The Lobby.

This summer, indulge in authentic Thai dishes created by Chef Monnipa Rungthong from The Peninsula Bangkok, paired with expertly crafted cocktails—available now through September 14.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,21,,
thepeninsulatokyo,2025-02-19T10:22:22.000Z,"????????????????????

??????????????????????????????????????????????????????????????????????

For a child, every doorway leads to new adventures. What awaits beyond the doors of The Peninsula Tokyo?",????????,???????,???,?????,??????,?????????????,?????????,thepeninsulatokyo,luxuryhotel,relaxation,hotellife,peninsulahospitality,kidsfreindly,familyfriendly,,,,,,,,,,,,,,,,,418,1,,
thepeninsulatokyo,2025-02-20T09:14:13.000Z,"????????????????????????????????????????????????????

Watch the Tokyo skyline come alive at sunset from one of the city’s most stunning vantage points – your suite at The Peninsula Tokyo.",????????,???????,???,???????,?????,??????,thepeninsulatokyo,luxuryhotel,suite,suiteroom,relaxation,rejuvination,hotellife,,,,,,,,,,,,,,,,,,565,5,,
thepeninsulatokyo,2025-02-23T13:32:06.000Z,"???????????????????????????????????

Today, we honor the rich heritage and traditions of Japan as we celebrate the Emperor's Birthday.

Nestled across from the historic Imperial Palace, The Peninsula Tokyo invites you to reflect on the nation's cultural legacy and embrace the beauty of this special day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,1,,
